,Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Draft_Yr,Pk,Team,College,attend_college,conference,FINAL_5Yrs,3PA_Shot,AST_TOV,True_FG%,PPP,FTR,TOV%,Hasst%
633,Stanley Johnson,73,23.1,8.1,3.1,8.2,37.5,0.9,2.8,30.7,1.1,1.4,78.4,0.8,3.4,4.2,1.6,0.8,0.2,1.6,0.0,2015,8,DET,University of Arizona,1,1,1,1,1.0,47.60225669957687,0.7776497695852536,17.073170731707318,15.36098310291859,13.261500207210943
634,Daequan Cook,59,24.4,8.8,3.3,8.7,38.1,1.3,4.0,33.2,0.8,1.0,82.5,0.3,2.7,3.0,1.3,0.4,0.1,1.1,1.0,2007,21,PHI,Ohio State University,1,1,1,1,1.1818181818181817,49.32735426008969,0.8593750000000002,11.49425287356322,10.742187500000004,11.23110151187905
637,Thaddeus Young,74,21.0,8.2,3.6,6.6,53.9,0.1,0.3,31.6,1.0,1.4,73.8,1.6,2.6,4.2,0.8,1.0,0.1,0.9,1.0,2007,12,PHI,Georgia Institute of Technology,1,1,1,1,0.888888888888889,59.35147654892877,1.0103499260719566,21.21212121212121,11.089206505667818,8.923591745677637
638,Joakim Noah,74,20.7,6.6,2.4,5.0,48.2,0.0,0.0,0.0,1.8,2.6,69.1,2.4,3.3,5.6,1.1,0.9,0.9,1.2,1.0,2007,9,CHI,University of Florida,1,1,1,0,0.9166666666666667,59.22469490308686,0.8986928104575163,52.0,16.33986928104575,12.888107791446988
639,Wilson Chandler,35,19.6,7.3,3.0,6.9,43.8,0.3,0.9,30.0,1.0,1.5,63.0,1.1,2.5,3.6,0.9,0.4,0.5,0.8,1.0,2007,23,NYK,DePaul University,1,0,1,1,1.125,50.48409405255878,0.8732057416267941,21.73913043478261,9.56937799043062,9.66442953020134
640,Rodney Stuckey,57,19.0,7.6,2.7,6.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,0.6,1.7,2.3,2.8,0.9,0.1,1.4,1.0,2007,15,DET,Eastern Washington University,1,0,1,1,2.0,52.09761447765287,0.818260120585702,40.298507462686565,15.07321274763135,22.98378822080854
641,Jared Dudley,73,19.0,5.8,2.2,4.8,46.8,0.1,0.6,22.0,1.2,1.6,73.7,1.7,2.3,3.9,1.1,0.8,0.1,0.7,1.0,2007,22,CHA,Boston College,1,1,1,1,1.5714285714285716,56.2888198757764,0.9348807221147647,33.333333333333336,11.283043197936815,14.945652173913043
642,Sean Williams,73,17.5,5.6,2.2,4.2,53.8,0.0,0.0,0.0,1.1,1.8,60.9,1.6,2.8,4.4,0.4,0.4,1.4,1.0,0.0,2007,17,NJN,Boston College,1,1,0,0,0.4,60.9225413402959,0.9345794392523364,42.857142857142854,16.688918558077436,6.196746707978312
643,Myles Turner,60,22.8,10.3,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2.0,72.7,1.1,4.4,5.5,0.7,0.4,1.4,1.1,0.0,2015,11,IND,University of Texas at Austin,1,0,1,1,0.6363636363636362,55.73593073593074,0.9554730983302412,22.727272727272727,10.204081632653061,6.0606060606060606
644,Carl Landry,42,16.9,8.1,3.2,5.2,61.6,0.0,0.0,0.0,1.7,2.6,66.1,2.3,2.6,4.9,0.5,0.4,0.2,0.6,1.0,2007,31,OKC,Purdue University,1,1,1,0,0.8333333333333334,70.16632016632016,1.1664746543778801,50.0,8.640552995391705,6.635700066357001
645,Acie Law,56,15.4,4.2,1.7,4.2,40.1,0.1,0.6,20.6,0.7,0.9,79.2,0.2,0.8,1.0,2.0,0.5,0.0,1.0,0.0,2007,11,ATL,Texas A&M University,1,1,0,1,2.0,47.748976807639835,0.7505360972122945,21.428571428571427,17.8699070764832,26.220911176663385
646,Nick Young,75,15.4,7.5,2.8,6.4,43.9,0.5,1.3,40.0,1.3,1.7,81.5,0.3,1.2,1.5,0.8,0.5,0.1,1.3,1.0,2007,16,WAS,University of Southern California,1,1,1,1,0.6153846153846154,55.35872453498671,0.8877840909090908,26.5625,15.388257575757574,8.5952189094816
647,Jason Smith,76,14.6,4.5,1.9,4.1,45.5,0.1,0.2,28.6,0.7,1.1,65.9,1.0,2.0,3.0,0.3,0.3,0.7,0.6,1.0,2007,20,MIA,Colorado State University,1,0,1,1,0.5,51.81943804698296,0.8680555555555557,26.829268292682933,11.574074074074076,5.432322317790856
648,Glen Davis,69,13.6,4.5,1.6,3.2,48.4,0.0,0.0,0.0,1.4,2.2,66.0,1.4,1.6,3.0,0.4,0.5,0.3,0.9,1.0,2007,35,OKC,Louisiana State University,1,1,1,0,0.4444444444444445,61.07491856677524,0.8879242304656668,68.75,17.75848460931334,7.21370604147881
649,Javaris Crittenton,50,13.6,5.6,2.0,4.7,42.1,0.2,0.7,27.0,1.4,2.1,69.2,0.5,1.7,2.2,1.0,0.4,0.0,1.1,0.0,2007,19,LAL,Georgia Institute of Technology,1,1,0,1,0.9090909090909091,54.242541650523044,0.8328375966686495,44.680851063829785,16.35930993456276,12.824623276691248
650,Spencer Hawes,71,13.1,4.7,2.1,4.5,45.9,0.1,0.3,19.0,0.5,0.8,65.5,1.0,2.3,3.2,0.6,0.2,0.6,0.8,1.0,2007,10,SAC,University of Washington,1,1,1,1,0.7499999999999999,50.25662959794697,0.8315640481245576,17.77777777777778,14.154281670205238,9.554140127388536
651,Arron Afflalo,75,12.9,3.7,1.3,3.2,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1.0,2007,27,DET,"University of California, Los Angeles",1,1,1,1,1.4,53.406466512702075,0.8751182592242196,37.49999999999999,11.825922421948913,14.084507042253522
652,Aaron Brooks,51,11.9,5.2,1.8,4.4,41.3,0.7,2.1,33.0,0.8,1.0,85.7,0.3,0.8,1.1,1.7,0.3,0.1,0.9,1.0,2007,26,HOU,University of Oregon,1,1,1,1,1.8888888888888888,56.27705627705628,0.9059233449477351,22.727272727272727,15.679442508710798,22.74247491638796
653,Julian Wright,57,11.2,3.9,1.6,3.0,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,2.1,0.7,0.5,0.2,0.6,0.0,2007,13,NOH,University of Kansas,1,1,0,1,1.1666666666666667,60.97560975609756,0.975975975975976,30.0,15.015015015015015,14.806980433632996
654,Chris Richard,52,10.7,1.9,0.8,1.7,47.1,0.0,0.0,0.0,0.3,0.5,59.3,1.0,1.6,2.6,0.3,0.2,0.2,0.5,0.0,2007,41,MIN,University of Florida,1,1,0,0,0.6,52.48618784530387,0.7851239669421487,29.411764705882355,20.66115702479339,10.958904109589042
655,Nick Fazekas,26,10.3,4.1,1.8,3.2,56.1,0.0,0.1,0.0,0.6,0.8,68.2,1.3,2.1,3.4,0.4,0.3,0.4,0.5,0.0,2007,34,DAL,"University of Nevada, Reno",1,0,0,1,0.8,60.72274881516586,1.0118460019743336,25.0,12.3395853899309,8.928571428571429
656,Aaron Gray,61,10.0,4.3,1.7,3.3,50.5,0.0,0.0,0.0,0.9,1.6,56.6,1.1,1.6,2.8,0.7,0.3,0.3,0.9,1.0,2007,49,CHI,University of Pittsburgh,1,1,1,0,0.7777777777777777,58.87185104052575,0.8768352365415987,48.48484848484849,18.352365415986952,12.367491166077738
657,Dominic McGuire,70,9.9,1.3,0.6,1.5,37.9,0.0,0.1,16.7,0.2,0.5,43.8,0.8,1.2,2.0,0.6,0.3,0.4,0.6,1.0,2007,47,WAS,"California State University, Fresno",1,0,1,1,1.0,40.37267080745342,0.560344827586207,33.33333333333333,25.862068965517242,20.425531914893615
658,Brandan Wright,38,9.9,4.0,1.6,2.9,55.4,0.0,0.0,0.0,0.7,1.1,67.5,1.0,1.6,2.6,0.2,0.2,0.6,0.3,1.0,2007,8,CHA,University of North Carolina,1,1,1,0,0.6666666666666667,63.65372374283896,1.0857763300760044,37.931034482758626,8.143322475570033,5.09878903760357
659,Jermareo Davidson,38,8.5,3.2,1.3,3.3,40.8,0.0,0.0,0.0,0.5,0.7,64.3,0.6,1.1,1.6,0.3,0.2,0.4,0.5,0.0,2007,36,GSW,University of Alabama,1,1,0,0,0.6,46.32310364794442,0.7789678675754627,21.21212121212121,12.171372930866603,6.768189509306262
660,Demetris Nichols,14,3.1,1.1,0.4,1.6,26.1,0.2,0.9,23.1,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.0,0.2,0.3,0.0,2007,53,POR,Syracuse University,1,1,0,1,0.33333333333333337,34.375,0.5789473684210527,0.0,15.789473684210526,5.0
661,Willie Cauley-Stein,66,21.4,7.0,2.9,5.1,56.3,0.0,0.0,0.0,1.2,1.9,64.8,2.0,3.3,5.3,0.6,0.7,1.0,0.7,0.0,2015,6,SAC,University of Kentucky,1,1,1,0,0.8571428571428572,63.42877854295035,1.0548523206751055,37.254901960784316,10.548523206751053,8.216364258815474
662,Brandon Roy,57,35.4,16.8,6.1,13.4,45.6,1.0,2.6,37.7,3.5,4.2,83.8,1.0,3.4,4.4,4.0,1.2,0.2,2.0,1.0,2006,6,MIN,University of Washington,1,1,1,1,2.0,58.64283719631388,0.974025974025974,31.343283582089555,11.595547309833023,18.6959569992989
663,Adam Morrison,78,29.8,11.8,4.6,12.1,37.6,1.1,3.3,33.7,1.5,2.2,71.0,0.7,2.3,2.9,2.1,0.4,0.1,1.7,0.0,2006,3,CHA,Gonzaga University,1,0,0,1,1.2352941176470589,46.88493324856962,0.7990249187432287,18.181818181818183,11.511375947995667,12.393036293892004
664,Rudy Gay,78,27.0,10.8,4.1,9.7,42.2,0.7,1.8,36.4,1.9,2.7,72.7,1.2,3.3,4.5,1.3,0.9,0.9,1.8,1.0,2006,8,HOU,University of Connecticut,1,0,1,1,0.7222222222222222,52.45774237419857,0.8511979823455234,27.83505154639176,14.186633039092056,9.231315462453399
665,Rajon Rondo,78,23.5,6.4,2.4,5.8,41.8,0.1,0.4,20.7,1.5,2.4,64.7,0.9,2.8,3.7,3.8,1.6,0.1,1.8,1.0,2006,21,PHO,University of Kentucky,1,1,1,1,2.111111111111111,50.56890012642226,0.7393715341959335,41.37931034482759,20.794824399260627,30.303030303030305
666,Randy Foye,82,22.9,10.1,3.7,8.4,43.4,0.8,2.3,36.8,2.0,2.3,85.4,0.6,2.1,2.7,2.8,0.7,0.3,1.9,1.0,2006,7,BOS,Villanova University,1,0,1,1,1.4736842105263157,56.703346058836736,0.8928571428571427,27.38095238095238,16.796322489391795,19.72872996300863
667,LaMarcus Aldridge,63,22.1,9.0,3.8,7.6,50.3,0.0,0.0,0.0,1.3,1.8,72.2,2.3,2.7,5.0,0.4,0.3,1.2,0.7,1.0,2006,2,CHI,University of Texas at Austin,1,0,1,0,0.5714285714285715,56.278139069534774,0.9898812142542897,23.68421052631579,7.699076110866697,4.186289900575615
668,Josh Richardson,52,21.3,6.6,2.4,5.2,45.2,1.0,2.2,46.1,0.8,1.2,66.7,0.4,1.7,2.1,1.4,0.7,0.5,0.7,0.0,2015,40,MIA,University of Tennessee,1,1,1,1,2.0,60.39531478770132,1.026757934038581,23.076923076923077,10.889856876166771,17.78907242693774
669,Craig Smith,82,18.7,7.4,3.0,5.6,53.1,0.0,0.1,0.0,1.4,2.3,62.4,1.8,3.3,5.1,0.6,0.6,0.2,0.9,1.0,2006,36,MIN,Boston College,1,1,1,1,0.6666666666666666,60.596134949230276,0.9850905218317358,41.07142857142857,11.980830670926517,7.323771742447362
670,Shelden Williams,81,18.7,5.5,2.0,4.5,45.5,0.0,0.0,50.0,1.4,1.8,76.4,1.6,3.8,5.4,0.5,0.6,0.5,1.2,1.0,2006,5,ATL,Duke University,1,1,1,0,0.4166666666666667,56.16830065359477,0.8471965495995071,40.0,18.484288354898336,7.087172218284904
671,Paul Millsap,82,18.0,6.8,2.5,4.9,52.5,0.0,0.0,33.3,1.7,2.5,67.3,2.2,2.9,5.2,0.8,0.8,0.9,1.1,1.0,2006,47,UTA,Louisiana Tech University,1,0,1,0,0.7272727272727273,62.38532110091742,0.9577464788732395,51.02040816326531,15.492957746478876,10.015649452269171
672,Rodney Carney,67,17.4,6.6,2.7,5.9,46.4,0.4,1.1,34.7,0.8,1.3,60.9,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1.0,2006,16,CHI,University of Memphis,1,0,1,1,0.6666666666666667,53.34626576139671,0.9332579185520361,22.033898305084744,8.4841628959276,5.320917858330562
673,Daniel Gibson,60,16.5,4.6,1.6,3.9,42.4,0.9,2.1,41.9,0.5,0.7,71.8,0.5,1.1,1.5,1.2,0.4,0.1,0.7,1.0,2006,42,CLE,University of Texas at Austin,1,0,1,1,1.7142857142857144,56.73408978786383,0.937245313773431,17.94871794871795,14.26242868785656,19.56787607011822
674,Renaldo Balkman,68,15.6,4.9,2.0,4.0,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,4.3,0.6,0.8,0.7,0.7,1.0,2006,20,NYK,University of South Carolina,1,1,1,1,0.8571428571428572,57.1628558096127,0.9294385432473445,32.5,13.277693474962064,10.139416983523448
675,Rondae Hollis-Jefferson,29,21.2,5.8,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4.0,5.3,1.5,1.3,0.6,0.9,0.0,2015,23,POR,University of Arizona,1,1,1,1,1.6666666666666665,55.81216320246344,0.893407270486753,37.5,13.863216266173753,18.6219739292365
676,Jordan Farmar,72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1.0,1.0,2006,26,LAL,"University of California, Los Angeles",1,1,1,1,1.9,52.25653206650832,0.8270676691729325,12.195121951219514,18.79699248120301,26.252158894645945
677,Mardy Collins,52,14.9,4.5,1.7,4.4,38.2,0.3,0.9,27.7,0.9,1.6,58.5,0.5,1.5,2.0,1.6,0.6,0.1,1.1,0.0,2006,29,NYK,Temple University,1,0,0,1,1.4545454545454546,47.34848484848484,0.7253384912959381,36.36363636363637,17.73049645390071,20.356234096692113
678,J.J. Redick,42,14.8,6.0,1.9,4.6,41.0,0.9,2.3,38.8,1.3,1.4,90.0,0.2,1.0,1.2,0.9,0.3,0.0,0.5,1.0,2006,11,ORL,Duke University,1,1,1,1,1.8,61.12469437652812,1.0496850944716587,30.434782608695656,8.747375787263822,13.50337584396099
679,Tyrus Thomas,72,13.4,5.2,1.9,3.9,47.5,0.0,0.0,0.0,1.5,2.4,60.6,1.2,2.5,3.7,0.6,0.6,1.1,1.3,1.0,2006,4,POR,Louisiana State University,1,1,1,0,0.4615384615384615,58.717253839205064,0.8312020460358057,61.53846153846154,20.780051150895144,8.645533141210375
680,Alexander Johnson,59,12.8,4.4,1.5,2.9,53.8,0.0,0.0,0.0,1.3,2.0,66.1,0.8,2.2,3.1,0.3,0.4,0.6,0.8,0.0,2006,45,IND,Florida State University,1,1,0,0,0.37499999999999994,65.8682634730539,0.9606986899563319,68.96551724137932,17.467248908296945,6.060606060606061
681,Cedric Simmons,43,12.4,2.9,1.3,3.1,41.7,0.0,0.0,0.0,0.4,0.8,48.5,1.0,1.5,2.5,0.3,0.2,0.5,0.5,0.0,2006,15,NOH,North Carolina State University,1,1,0,0,0.6,44.26129426129425,0.7338056680161943,25.806451612903224,12.651821862348179,7.009345794392524
682,Frank Kaminsky,81,21.1,7.5,2.7,6.5,41.0,0.8,2.5,33.7,1.3,1.8,73.0,0.9,3.3,4.1,1.2,0.5,0.5,0.7,0.0,2015,9,CHA,University of Wisconsin,1,1,1,1,1.7142857142857144,54.37935034802784,0.9384384384384384,27.692307692307693,8.75875875875876,12.965964343598054
683,Shawne Williams,46,12.1,3.9,1.6,3.5,46.9,0.4,1.1,36.5,0.2,0.4,55.0,0.7,1.1,1.8,0.5,0.1,0.2,0.5,1.0,2006,17,IND,University of Memphis,1,0,1,1,1.0,54.347826086956516,0.9339080459770115,11.428571428571429,11.973180076628353,10.660980810234543
684,Ronnie Brewer,56,12.1,4.6,1.8,3.4,52.8,0.0,0.2,0.0,1.0,1.5,67.5,0.7,0.7,1.3,0.4,0.7,0.1,0.4,1.0,2006,14,UTA,University of Arkansas,1,1,1,1,1.0,61.66219839142091,1.0313901345291479,44.11764705882353,8.968609865470853,8.142493638676845
685,David Noel,68,11.6,2.7,1.0,2.6,36.7,0.3,0.8,32.1,0.5,0.6,86.0,0.6,1.2,1.8,1.0,0.4,0.1,0.6,0.0,2006,39,MIL,University of North Carolina,1,1,0,1,1.6666666666666667,49.41434846266471,0.779445727482679,23.076923076923077,17.321016166281755,22.29654403567447
686,Solomon Jones,58,11.5,3.3,1.1,2.2,50.8,0.0,0.0,0.0,1.0,1.3,78.7,0.8,1.5,2.3,0.2,0.2,0.7,0.4,1.0,2006,33,ATL,University of South Florida,1,0,1,0,0.5,66.3716814159292,1.0403530895334172,59.09090909090908,12.610340479192939,5.852231163130944
687,Leon Powe,63,11.4,4.2,1.3,2.8,44.6,0.0,0.0,0.0,1.7,2.3,73.6,1.5,1.9,3.4,0.2,0.2,0.3,0.8,1.0,2006,49,DEN,University of California,1,1,1,0,0.25,63.52087114337568,0.9106678230702515,82.14285714285714,17.346053772766695,4.087889626980072
688,Hilton Armstrong,56,11.3,3.1,1.2,2.2,54.4,0.0,0.0,0.0,0.7,1.2,59.7,1.0,1.6,2.7,0.2,0.2,0.5,0.6,1.0,2006,12,NOH,University of Connecticut,1,0,1,0,0.33333333333333337,62.90584415584415,0.9314903846153846,54.54545454545454,18.02884615384615,5.602240896358543
689,Josh Boone,61,11.0,4.2,1.6,2.8,57.9,0.0,0.0,0.0,0.9,1.7,54.4,1.0,1.8,2.9,0.2,0.2,0.3,0.5,0.0,2006,23,NJN,University of Connecticut,1,0,0,0,0.4,66.1625708884688,1.0375494071146245,60.71428571428572,12.351778656126482,4.643064422518862
690,Anthony Brown,29,20.7,4.0,1.3,4.3,31.0,0.7,2.4,28.6,0.6,0.7,85.0,0.3,2.1,2.4,0.7,0.5,0.2,0.5,0.0,2015,34,LAL,Stanford University,1,1,0,1,1.4,44.9034575662326,0.7830853563038371,16.279069767441857,9.788566953797964,12.001714530647236
691,Quincy Douby,42,8.5,2.8,1.1,3.0,38.1,0.3,1.2,24.0,0.3,0.4,73.3,0.3,0.6,0.9,0.4,0.4,0.1,0.4,0.0,2006,19,SAC,Rutgers University,1,1,0,1,1.0,45.33678756476684,0.7829977628635346,13.333333333333334,11.185682326621924,10.025062656641605
692,Hassan Adams,61,8.1,2.9,1.2,2.2,55.6,0.0,0.0,0.0,0.4,0.6,66.7,0.6,0.7,1.3,0.2,0.3,0.1,0.4,0.0,2006,54,NJN,University of Arizona,1,1,0,0,0.5,62.17838765008575,1.0125698324022345,27.27272727272727,13.966480446927374,6.482982171799027
693,Steve Novak,35,5.5,1.5,0.5,1.4,36.0,0.4,1.1,33.3,0.1,0.1,100.0,0.1,0.6,0.7,0.2,0.1,0.0,0.1,1.0,2006,32,HOU,Marquette University,1,0,1,1,2.0,52.742616033755276,0.9715025906735751,7.142857142857144,6.476683937823835,11.444921316165951
694,Chris Paul,78,36.0,16.1,5.2,12.1,43.0,0.6,2.3,28.2,5.1,6.0,84.7,0.8,4.3,5.1,7.8,2.2,0.1,2.4,1.0,2005,4,NOH,Wake Forest University,1,1,1,1,3.25,59.98509687034278,0.9393232205367562,49.586776859504134,14.002333722287046,31.01391650099404
695,Raymond Felton,80,30.1,11.9,4.3,11.0,39.1,1.2,3.4,35.8,2.0,2.8,72.5,1.0,2.4,3.3,5.6,1.3,0.1,2.3,1.0,2005,5,CHA,University of North Carolina,1,1,1,1,2.4347826086956523,51.22245179063361,0.8188824662813102,25.454545454545453,15.82714010459675,27.681660899653977
696,Charlie Villanueva,81,29.1,13.0,5.4,11.6,46.3,0.9,2.6,32.7,1.4,2.0,70.6,2.2,4.2,6.4,1.1,0.7,0.8,1.2,1.0,2005,7,TOR,University of Connecticut,1,0,1,1,0.9166666666666667,53.98671096345515,0.9502923976608187,17.24137931034483,8.771929824561402,7.407407407407408
697,Luther Head,80,28.9,8.8,3.2,7.9,40.3,1.4,3.9,36.1,1.1,1.5,69.9,0.4,2.9,3.3,2.7,1.1,0.1,1.5,1.0,2005,24,HOU,University of Illinois at Urbana-Champaign,1,1,1,1,1.8,53.462940461725395,0.874751491053678,18.987341772151897,14.910536779324055,21.073170731707318
698,Deron Williams,80,28.8,10.8,4.2,10.1,42.1,1.1,2.7,41.6,1.2,1.7,70.4,0.4,2.0,2.4,4.5,0.8,0.2,1.8,1.0,2005,3,UTA,University of Illinois at Urbana-Champaign,1,1,1,1,2.5,51.5562344853924,0.8538899430740039,16.831683168316832,14.2314990512334,26.151387476391108
699,Larry Nance Jr.,63,20.1,5.5,2.5,4.8,52.7,0.0,0.2,10.0,0.5,0.7,68.1,1.6,3.3,5.0,0.7,0.9,0.4,0.7,0.0,2015,27,LAL,University of Wyoming,1,0,1,1,1.0,55.51069842551474,0.946969696969697,14.583333333333334,12.052341597796143,10.715652506697282
700,Marvin Williams,79,24.7,8.5,3.0,6.7,44.3,0.2,0.7,24.5,2.4,3.2,74.7,1.5,3.3,4.8,0.8,0.6,0.3,1.1,1.0,2005,2,ATL,University of North Carolina,1,1,1,1,0.7272727272727273,57.40140464613722,0.923110338835795,47.76119402985074,11.946133796698524,7.905138339920949
701,Channing Frye,65,24.2,12.3,4.7,9.8,47.7,0.0,0.1,33.3,2.9,3.5,82.5,2.1,3.6,5.8,0.8,0.5,0.7,1.5,1.0,2005,8,NYK,University of Arizona,1,1,1,1,0.5333333333333333,58.18353831598865,0.9579439252336449,35.71428571428571,11.682242990654206,5.812897366030881
702,Danny Granger,78,22.6,7.5,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,4.9,1.2,0.7,0.8,1.0,1.0,2005,17,IND,University of New Mexico,1,0,1,1,1.2,57.53298557839829,0.9450604838709677,31.147540983606557,12.600806451612904,13.039934800326
703,Ryan Gomes,61,22.6,7.6,2.8,5.8,48.7,0.0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,4.9,1.0,0.6,0.1,0.9,1.0,2005,50,BOS,Providence College,1,0,1,1,1.1111111111111112,60.05056890012642,0.9798865394533264,41.37931034482759,11.603919546157814,11.312217194570136
704,Nate Robinson,72,21.4,9.3,3.2,7.8,40.7,0.8,2.0,39.7,2.1,2.8,75.2,0.8,1.5,2.3,2.0,0.8,0.0,1.6,1.0,2005,21,PHO,University of Washington,1,1,1,1,1.25,55.25190114068441,0.8747178329571107,35.8974358974359,15.04890895410083,15.710919088766694
705,Salim Stoudamire,61,20.3,9.7,3.3,8.1,41.5,1.3,3.5,38.0,1.6,1.8,90.0,0.2,1.7,1.9,1.2,0.4,0.1,1.3,0.0,2005,31,ATL,University of Arizona,1,1,0,1,0.923076923076923,57.08568738229754,0.9517268445839874,22.222222222222225,12.755102040816327,10.475774770842426
706,Jarrett Jack,79,20.2,6.7,2.4,5.4,44.2,0.3,1.0,26.3,1.6,2.0,80.0,0.2,1.8,2.0,2.8,0.5,0.0,1.3,1.0,2005,22,DEN,Georgia Institute of Technology,1,1,1,1,2.1538461538461537,57.36301369863013,0.8839050131926122,37.03703703703704,17.150395778364118,26.794258373205736
707,Joey Graham,80,19.8,6.7,2.5,5.2,47.8,0.4,1.1,33.3,1.4,1.7,81.2,0.7,2.3,3.1,0.8,0.5,0.2,1.1,1.0,2005,16,TOR,Oklahoma State University,1,1,1,1,0.7272727272727273,60.100466451381415,0.9506242905788876,32.69230769230769,15.607264472190693,10.116977552956055
708,Monta Ellis,49,18.1,6.8,2.7,6.5,41.5,0.6,1.7,34.1,0.9,1.2,71.2,0.4,1.7,2.1,1.6,0.7,0.2,1.2,1.0,2005,40,GSW,0,0,0,1,1,1.3333333333333335,50.26611472501477,0.8264462809917356,18.46153846153846,14.584346135148273,16.21073961499494
709,Martell Webster,61,17.5,6.6,2.3,5.7,39.9,1.1,3.0,35.7,1.0,1.2,85.9,0.5,1.7,2.1,0.6,0.3,0.2,0.7,1.0,2005,6,POR,0,0,0,1,1,0.8571428571428572,55.33199195171026,0.9526558891454965,21.052631578947366,10.10392609699769,7.926023778071334
710,Rashad McCants,79,17.2,7.9,3.1,6.8,45.0,0.8,2.3,37.2,1.0,1.3,73.6,0.4,1.4,1.8,0.8,0.6,0.3,1.1,0.0,2005,14,MIN,University of North Carolina,1,1,0,1,0.7272727272727273,55.74372001128987,0.932483474976393,19.117647058823533,12.983947119924458,8.58599409712906
711,Orien Greene,80,15.4,3.2,1.3,3.2,39.5,0.1,0.5,22.5,0.6,0.9,66.2,0.5,1.4,1.8,1.6,1.0,0.1,1.4,0.0,2005,53,BOS,University of Louisiana at Lafayette,1,0,0,1,1.142857142857143,47.08652148322543,0.6405124099279423,28.125,28.02241793434747,24.141833270463973
712,Ike Diogu,69,14.9,7.0,2.5,4.8,52.4,0.0,0.0,0.0,2.0,2.4,81.0,1.4,1.9,3.3,0.4,0.2,0.4,1.1,1.0,2005,9,GSW,Arizona State University,1,1,1,0,0.36363636363636365,65.6906906906907,1.006325474410581,50.0,15.813686026451986,5.376344086021506
713,Daniel Ewing,66,14.7,3.8,1.5,3.9,38.0,0.3,1.2,28.2,0.5,0.7,78.3,0.3,0.9,1.3,1.3,0.6,0.1,0.9,0.0,2005,32,LAC,Duke University,1,1,0,1,1.4444444444444444,46.86729156388751,0.7439310884886452,17.94871794871795,17.619420516836335,20.209871745044694
714,Hakim Warrick,68,10.6,4.1,1.5,3.4,44.3,0.0,0.0,0.0,1.1,1.7,66.1,0.6,1.5,2.1,0.4,0.2,0.3,0.8,1.0,2005,19,MEM,Syracuse University,1,1,1,0,0.5,54.31902490726019,0.8286176232821342,50.0,16.168148746968473,7.397133610725845
715,Wayne Simien,43,9.6,3.4,1.3,2.8,48.3,0.0,0.0,0.0,0.7,0.8,88.2,0.9,1.2,2.0,0.2,0.3,0.0,0.6,0.0,2005,29,MIA,University of Kansas,1,1,0,0,0.33333333333333337,57.12365591397849,0.9061833688699361,28.571428571428577,15.991471215351813,5.025125628140704
716,Antoine Wright,39,9.5,1.8,0.7,2.1,35.8,0.0,0.4,6.7,0.3,0.6,50.0,0.2,0.6,0.8,0.3,0.1,0.1,0.5,1.0,2005,15,NJN,Texas A&M University,1,1,1,1,0.6,40.32258064516129,0.6284916201117319,28.57142857142857,17.45810055865922,9.419152276295133
717,C.J. Miles,23,8.8,3.4,1.2,3.3,36.8,0.2,0.9,25.0,0.8,1.0,75.0,0.8,0.9,1.7,0.7,0.3,0.1,0.4,1.0,2005,34,UTA,0,0,0,1,1,1.7499999999999998,48.29545454545454,0.8212560386473431,30.303030303030305,9.661835748792273,14.358974358974358
718,Andrew Bynum,46,7.3,1.6,0.7,1.8,40.2,0.0,0.0,0.0,0.2,0.6,29.6,0.7,1.0,1.7,0.2,0.1,0.5,0.4,1.0,2005,10,LAL,0,0,0,1,0,0.5,41.40786749482402,0.6493506493506493,33.33333333333333,16.233766233766232,7.4487895716946
719,Lawrence Roberts,33,5.5,1.5,0.6,1.3,45.5,0.0,0.1,0.0,0.3,0.7,47.8,0.8,0.7,1.5,0.2,0.2,0.1,0.1,0.0,2005,55,OKC,Mississippi State University,1,0,0,1,2.0,51.5818431911967,0.8782201405152223,53.84615384615385,5.854800936768149,10.34928848641656
720,Emeka Okafor,73,35.6,15.1,6.1,13.7,44.7,0.0,0.0,0.0,2.9,4.7,60.9,3.8,7.1,10.9,0.9,0.8,1.7,1.7,1.0,2004,2,CHA,University of Connecticut,1,0,1,0,0.5294117647058824,51.24202524772634,0.8644378291733456,34.306569343065696,9.732081520494619,4.856333468231486
